Round, Client Index, Execution Time (s)
0, 0, 25.9841
0, 1, 17.7441
0, 2, 41.5129
0, 3, 9.8099
0, 4, 33.5924
1, 0, 16.8217
1, 1, 24.7264
1, 2, 8.9543
1, 3, 32.6426
1, 4, 40.5768
2, 0, 8.1381
2, 1, 31.8906
2, 2, 39.8209
2, 3, 16.0418
2, 4, 23.9688
3, 0, 40.3750
3, 1, 32.4335
3, 2, 16.5631
3, 3, 24.4978
3, 4, 8.6312
4, 0, 9.0338
4, 1, 32.8520
4, 2, 24.9043
4, 3, 16.9690
4, 4, 40.7749
5, 0, 15.7513
5, 1, 39.5080
5, 2, 23.6626
5, 3, 31.5834
5, 4, 7.9144
6, 0, 31.8620
6, 1, 23.9444
6, 2, 39.7938
6, 3, 16.0955
6, 4, 8.2403
7, 0, 23.8037
7, 1, 8.0336
7, 2, 39.6065
7, 3, 15.9241
7, 4, 31.6849
8, 0, 15.9172
8, 1, 8.0471
8, 2, 39.5188
8, 3, 31.6612
8, 4, 23.7953
9, 0, 24.2603
9, 1, 40.1238
9, 2, 16.3265
9, 3, 32.1997
9, 4, 8.4106
10, 0, 32.1779
10, 1, 16.3283
10, 2, 8.4105
10, 3, 24.2539
10, 4, 40.0924
11, 0, 24.3854
11, 1, 32.3303
11, 2, 8.5954
11, 3, 40.2672
11, 4, 16.4559
12, 0, 32.6303
12, 1, 9.0133
12, 2, 24.7381
12, 3, 40.5347
12, 4, 16.8815
13, 0, 8.4894
13, 1, 40.1002
13, 2, 24.2820
13, 3, 16.3883
13, 4, 32.1742
14, 0, 32.3572
14, 1, 40.2405
14, 2, 16.5873
14, 3, 24.4685
14, 4, 8.7041
15, 0, 32.2171
15, 1, 8.4019
15, 2, 16.3321
15, 3, 24.2711
15, 4, 40.1629
16, 0, 15.9275
16, 1, 8.0028
16, 2, 31.7765
16, 3, 39.6998
16, 4, 23.8500
17, 0, 39.7990
17, 1, 8.1816
17, 2, 16.0341
17, 3, 31.8676
17, 4, 23.9360
18, 0, 39.6614
18, 1, 23.8021
18, 2, 8.0892
18, 3, 15.9506
18, 4, 31.7190
19, 0, 32.2778
19, 1, 40.1756
19, 2, 16.5467
19, 3, 24.4088
19, 4, 8.6804
