Round, Client Index, Execution Time (s)
0, 0, 16.4924
0, 1, 7.5830
0, 2, 29.7270
0, 3, 34.2196
0, 4, 22.2911
1, 0, 36.9826
1, 1, 27.3144
1, 2, 30.9128
1, 3, 12.2883
1, 4, 20.7095
2, 0, 12.1197
2, 1, 45.2639
2, 2, 36.9046
2, 3, 25.0259
2, 4, 16.5875
3, 0, 12.2758
3, 1, 38.0339
3, 2, 4.8705
3, 3, 18.2946
3, 4, 29.6808
4, 0, 6.8128
4, 1, 18.2792
4, 2, 26.6170
4, 3, 35.0624
4, 4, 44.7518
5, 0, 13.5990
5, 1, 6.1949
5, 2, 38.2322
5, 3, 29.8784
5, 4, 23.2410
6, 0, 7.4892
6, 1, 30.0555
6, 2, 41.5853
6, 3, 11.9784
6, 4, 20.3483
7, 0, 24.1072
7, 1, 10.7824
7, 2, 32.6117
7, 3, 20.4990
7, 4, 6.3057
8, 0, 41.4189
8, 1, 31.7239
8, 2, 20.2624
8, 3, 11.9669
8, 4, 48.0690
9, 0, 20.5472
9, 1, 4.7546
9, 2, 38.1616
9, 3, 13.1636
9, 4, 26.6214
10, 0, 16.5555
10, 1, 43.4954
10, 2, 10.4819
10, 3, 23.2026
10, 4, 35.0943
11, 0, 28.9038
11, 1, 38.5861
11, 2, 11.7790
11, 3, 17.8571
11, 4, 25.3012
12, 0, 4.7032
12, 1, 29.3609
12, 2, 25.7570
12, 3, 19.6763
12, 4, 11.3231
13, 0, 9.7387
13, 1, 45.8443
13, 2, 28.2270
13, 3, 39.7544
13, 4, 16.3420
14, 0, 40.4373
14, 1, 13.0015
14, 2, 28.8978
14, 3, 21.4264
14, 4, 6.9539
15, 0, 19.0275
15, 1, 12.9777
15, 2, 9.3798
15, 3, 23.4914
15, 4, 33.1942
16, 0, 34.2175
16, 1, 22.3522
16, 2, 45.7312
16, 3, 9.0744
16, 4, 18.7532
17, 0, 23.8743
17, 1, 5.7336
17, 2, 32.3419
17, 3, 17.2202
17, 4, 40.7077
18, 0, 40.5963
18, 1, 50.3337
18, 2, 28.6683
18, 3, 11.7974
18, 4, 20.2767
19, 0, 9.1991
19, 1, 18.9394
19, 2, 37.9673
19, 3, 30.4894
19, 4, 42.4631
20, 0, 4.5324
20, 1, 11.9755
20, 2, 27.7763
20, 3, 34.4494
20, 4, 21.6848
21, 0, 31.2803
21, 1, 39.6669
21, 2, 21.5669
21, 3, 27.6645
21, 4, 11.9224
22, 0, 46.5727
22, 1, 25.0288
22, 2, 17.6433
22, 3, 11.5995
22, 4, 36.8748
23, 0, 22.5347
23, 1, 26.9834
23, 2, 15.1374
23, 3, 6.8110
23, 4, 38.4613
24, 0, 9.7548
24, 1, 17.2050
24, 2, 20.8057
24, 3, 33.5168
24, 4, 27.4523
25, 0, 21.1774
25, 1, 37.5682
25, 2, 27.8515
25, 3, 11.4813
25, 4, 15.0931
26, 0, 9.8376
26, 1, 40.9090
26, 2, 16.4446
26, 3, 24.9061
26, 4, 29.3934
27, 0, 5.1075
27, 1, 26.9950
27, 2, 35.3896
27, 3, 19.5708
27, 4, 13.5339
28, 0, 24.0170
28, 1, 34.2586
28, 2, 12.0806
28, 3, 30.6608
28, 4, 16.5626
29, 0, 38.0995
29, 1, 46.4756
29, 2, 31.4338
29, 3, 12.4117
29, 4, 23.9547
30, 0, 19.9064
30, 1, 43.5104
30, 2, 31.4233
30, 3, 12.4528
30, 4, 39.8997
31, 0, 42.9702
31, 1, 31.0597
31, 2, 7.5505
31, 3, 27.4535
31, 4, 19.0722
32, 0, 31.8736
32, 1, 19.9045
32, 2, 13.2402
32, 3, 9.6529
32, 4, 24.4037
33, 0, 12.4417
33, 1, 35.9169
33, 2, 23.8869
33, 3, 5.0139
33, 4, 32.3015
34, 0, 35.6575
34, 1, 28.2352
34, 2, 24.6379
34, 3, 11.9290
34, 4, 17.9932
35, 0, 40.1095
35, 1, 25.8778
35, 2, 35.6039
35, 3, 7.6488
35, 4, 19.2031
36, 0, 9.0429
36, 1, 28.4864
36, 2, 34.5839
36, 3, 16.4768
36, 4, 24.8670
37, 0, 27.1998
37, 1, 38.2929
37, 2, 34.6719
37, 3, 18.8026
37, 4, 6.9677
38, 0, 30.3701
38, 1, 33.9691
38, 2, 15.9443
38, 3, 24.2950
38, 4, 7.4831
39, 0, 14.9278
39, 1, 21.6154
39, 2, 6.4190
39, 3, 25.2336
39, 4, 37.1393
40, 0, 9.7016
40, 1, 39.3589
40, 2, 23.8371
40, 3, 16.3589
40, 4, 27.4533
41, 0, 11.6897
41, 1, 29.6269
41, 2, 39.9270
41, 3, 36.3114
41, 4, 23.5197
42, 0, 29.7932
42, 1, 19.5843
42, 2, 26.2047
42, 3, 41.3506
42, 4, 12.1730
43, 0, 36.3047
43, 1, 6.6994
43, 2, 14.1581
43, 3, 20.8162
43, 4, 32.7044
44, 0, 8.5806
44, 1, 34.8591
44, 2, 23.7682
44, 3, 27.3869
44, 4, 15.2590
45, 0, 45.5884
45, 1, 12.3573
45, 2, 18.4507
45, 3, 30.3895
45, 4, 37.0801
46, 0, 30.1368
46, 1, 21.7353
46, 2, 39.8586
46, 3, 33.7575
46, 4, 12.0718
47, 0, 27.9042
47, 1, 32.4035
47, 2, 8.6398
47, 3, 12.2161
47, 4, 21.8335
48, 0, 4.7481
48, 1, 27.2529
48, 2, 35.6881
48, 3, 15.7735
48, 4, 12.1712
49, 0, 14.4465
49, 1, 4.7118
49, 2, 22.9382
49, 3, 30.3983
49, 4, 42.3285
50, 0, 3.7412
50, 1, 37.2930
50, 2, 12.1869
50, 3, 18.2897
50, 4, 25.7576
51, 0, 32.4904
51, 1, 7.0312
51, 2, 44.3955
51, 3, 14.4356
51, 4, 22.7781
52, 0, 38.8586
52, 1, 27.0052
52, 2, 15.1399
52, 3, 22.5277
52, 4, 8.5346
53, 0, 44.1360
53, 1, 28.1084
53, 2, 39.6338
53, 3, 20.6632
53, 4, 8.7814
54, 0, 4.3667
