Round, Client Index, Execution Time (s)
0, 0, 37.3230
0, 1, 23.6174
0, 2, 19.6742
0, 3, 9.5545
0, 4, 31.9585
1, 0, 19.1645
1, 1, 23.0211
1, 2, 10.4540
1, 3, 28.2189
1, 4, 37.8768
2, 0, 36.2347
2, 1, 27.1630
2, 2, 18.7579
2, 3, 31.0307
2, 4, 8.8328
3, 0, 18.1291
3, 1, 21.9581
3, 2, 9.7632
3, 3, 40.7803
3, 4, 32.0362
4, 0, 33.4050
4, 1, 10.2979
4, 2, 15.8301
4, 3, 24.6693
4, 4, 38.6001
5, 0, 9.8039
5, 1, 18.6177
5, 2, 24.1482
5, 3, 28.0025
5, 4, 36.7201
6, 0, 10.0906
6, 1, 31.4993
6, 2, 22.6221
6, 3, 41.6574
6, 4, 18.7434
7, 0, 36.5515
7, 1, 12.4904
7, 2, 8.6601
7, 3, 17.6578
7, 4, 27.6797
8, 0, 5.6271
8, 1, 9.4759
8, 2, 31.6671
8, 3, 17.8672
8, 4, 23.0455
9, 0, 45.9284
9, 1, 37.1942
9, 2, 18.8216
9, 3, 28.8158
9, 4, 10.2062
10, 0, 17.5488
10, 1, 28.2581
10, 2, 22.7276
10, 3, 37.8647
10, 4, 9.1662
11, 0, 36.2520
11, 1, 8.9918
11, 2, 19.1609
11, 3, 46.2791
11, 4, 27.8214
12, 0, 42.6915
12, 1, 32.6795
12, 2, 8.4960
12, 3, 13.6925
12, 4, 22.5452
13, 0, 20.3557
13, 1, 43.0756
13, 2, 29.0066
13, 3, 34.2076
13, 4, 10.2167
14, 0, 18.2121
14, 1, 36.6563
14, 2, 28.2459
14, 3, 8.6529
14, 4, 41.8552
15, 0, 36.4427
15, 1, 15.0119
15, 2, 18.8496
15, 3, 5.4102
15, 4, 27.6797
16, 0, 41.7275
16, 1, 10.1628
16, 2, 20.2879
16, 3, 37.8565
16, 4, 29.0125
17, 0, 8.8429
17, 1, 28.9641
17, 2, 18.8409
17, 3, 47.4314
17, 4, 38.5834
18, 0, 14.0999
18, 1, 31.2235
18, 2, 22.8248
18, 3, 5.2764
18, 4, 41.3595
19, 0, 38.4974
19, 1, 18.9927
19, 2, 29.7465
19, 3, 24.1971
19, 4, 10.3521
20, 0, 10.1900
20, 1, 35.2211
20, 2, 39.0937
20, 3, 30.0176
20, 4, 19.8609
21, 0, 33.5622
21, 1, 24.9061
21, 2, 14.1674
21, 3, 19.6984
21, 4, 4.2104
22, 0, 36.9971
22, 1, 22.9574
22, 2, 14.2352
22, 3, 28.1361
22, 4, 4.1046
23, 0, 5.4933
23, 1, 25.2371
23, 2, 37.7147
23, 3, 15.6025
23, 4, 29.0995
24, 0, 20.0174
24, 1, 39.8229
24, 2, 29.6734
24, 3, 6.0616
24, 4, 11.2630
25, 0, 10.1486
25, 1, 23.9877
25, 2, 33.6589
25, 3, 15.3382
25, 4, 39.2191
26, 0, 17.9820
26, 1, 21.8194
26, 2, 9.2983
26, 3, 31.4648
26, 4, 41.4658
27, 0, 39.4119
27, 1, 8.6423
27, 2, 18.2341
27, 3, 30.7633
27, 4, 26.9071
28, 0, 35.2343
28, 1, 26.6213
28, 2, 21.0735
28, 3, 8.8317
28, 4, 17.2179
29, 0, 29.7732
29, 1, 8.9626
29, 2, 14.5278
29, 3, 33.6463
29, 4, 19.7372
30, 0, 8.9092
30, 1, 22.8968
30, 2, 28.1069
30, 3, 37.7633
30, 4, 12.7540
31, 0, 34.5805
31, 1, 5.8042
31, 2, 14.4958
31, 3, 24.4418
31, 4, 44.2406
32, 0, 16.2352
32, 1, 40.1159
32, 2, 29.9576
32, 3, 10.7104
32, 4, 24.8044
33, 0, 22.3627
33, 1, 31.0845
33, 2, 8.7858
33, 3, 41.2108
33, 4, 17.1781
34, 0, 23.7926
34, 1, 37.9187
34, 2, 29.3204
34, 3, 5.3544
34, 4, 14.1830
35, 0, 20.7182
35, 1, 15.5171
35, 2, 9.9664
35, 3, 37.9761
35, 4, 29.5670
36, 0, 35.0645
36, 1, 19.3436
36, 2, 24.9059
36, 3, 9.3609
36, 4, 38.9348
37, 0, 37.0806
37, 1, 18.8287
37, 2, 28.4299
37, 3, 42.2782
37, 4, 8.7822
38, 0, 28.4012
38, 1, 38.0362
38, 2, 19.6194
38, 3, 8.9340
38, 4, 14.1103
39, 0, 17.2642
39, 1, 26.9019
39, 2, 8.4159
39, 3, 36.9120
39, 4, 45.6676
40, 0, 14.3430
40, 1, 18.2018
40, 2, 33.5051
40, 3, 8.7991
40, 4, 23.3857
41, 0, 41.9554
41, 1, 31.8053
41, 2, 17.4039
41, 3, 8.9884
41, 4, 26.2571
42, 0, 47.2856
42, 1, 28.7865
42, 2, 10.1487
42, 3, 37.6344
42, 4, 20.1435
43, 0, 6.0451
43, 1, 38.4490
43, 2, 29.7904
43, 3, 14.4333
43, 4, 24.5949
44, 0, 33.7473
44, 1, 43.4077
44, 2, 14.9257
44, 3, 9.7714
44, 4, 24.9982
45, 0, 17.8348
45, 1, 36.2695
45, 2, 27.4117
45, 3, 12.6635
45, 4, 8.8095
46, 0, 22.3784
46, 1, 30.9955
46, 2, 17.2000
46, 3, 8.3768
46, 4, 36.5263
47, 0, 23.9525
47, 1, 15.0745
47, 2, 32.3729
47, 3, 41.1297
47, 4, 9.8701
48, 0, 29.1859
48, 1, 23.6328
48, 2, 8.7964
48, 3, 18.4373
48, 4, 33.0521
49, 0, 31.5572
49, 1, 27.6865
49, 2, 19.0076
49, 3, 8.9580
49, 4, 39.9753
