Round, Client Index, Execution Time (s)
0, 0, 30.9047
0, 1, 7.8430
0, 2, 19.7039
0, 3, 12.0899
0, 4, 38.5823
1, 0, 32.2214
1, 1, 24.2695
1, 2, 36.0997
1, 3, 16.0886
1, 4, 13.4211
2, 0, 18.3980
2, 1, 29.1162
2, 2, 8.2307
2, 3, 15.7363
2, 4, 40.4273
3, 0, 40.4763
3, 1, 21.5954
3, 2, 10.8009
3, 3, 32.5261
3, 4, 13.4668
4, 0, 40.6942
4, 1, 21.3941
4, 2, 8.3185
4, 3, 33.1372
4, 4, 25.2479
5, 0, 49.3851
5, 1, 32.0853
5, 2, 42.7734
5, 3, 11.1631
5, 4, 19.0194
6, 0, 19.9615
6, 1, 12.4067
6, 2, 36.3289
6, 3, 30.6768
6, 4, 8.5522
7, 0, 19.9487
7, 1, 13.3496
7, 2, 27.5561
7, 3, 46.2508
7, 4, 35.4902
8, 0, 20.3484
8, 1, 27.9646
8, 2, 34.5396
8, 3, 7.1426
8, 4, 30.6606
9, 0, 4.1353
9, 1, 23.8333
9, 2, 10.6651
9, 3, 18.1776
9, 4, 34.6194
10, 0, 49.3930
10, 1, 43.7055
10, 2, 11.6612
10, 3, 30.5274
10, 4, 19.5678
11, 0, 11.7625
11, 1, 37.6946
11, 2, 19.3224
11, 3, 33.8193
11, 4, 27.2490
12, 0, 18.0613
12, 1, 25.9380
12, 2, 36.9031
12, 3, 6.6805
12, 4, 10.5201
13, 0, 38.2253
13, 1, 8.7265
13, 2, 23.3980
13, 3, 31.6343
13, 4, 12.6021
14, 0, 8.5820
14, 1, 21.6305
14, 2, 5.9279
14, 3, 36.5150
14, 4, 25.5032
15, 0, 11.0304
15, 1, 14.8777
15, 2, 43.3698
15, 3, 35.8055
15, 4, 22.7201
16, 0, 31.4414
16, 1, 20.6842
16, 2, 43.7130
16, 3, 37.1367
16, 4, 13.1426
17, 0, 46.7617
17, 1, 35.9888
17, 2, 13.6222
17, 3, 28.4639
17, 4, 24.6212
18, 0, 41.6244
18, 1, 45.4911
18, 2, 11.2505
18, 3, 17.7963
18, 4, 30.9006
19, 0, 31.9805
19, 1, 29.3089
19, 2, 17.2513
19, 3, 6.2795
19, 4, 21.1111
20, 0, 2.9234
20, 1, 30.8352
20, 2, 13.6720
20, 3, 21.2712
20, 4, 26.9590
21, 0, 35.5349
21, 1, 2.8864
21, 2, 29.8424
21, 3, 21.6782
21, 4, 13.8459
22, 0, 24.1219
22, 1, 38.9172
22, 2, 16.2322
22, 3, 8.6992
22, 4, 35.0697
23, 0, 17.7210
23, 1, 28.7463
