Round, Client Index, Execution Time (s)
1, 0, 20.5840
1, 1, 39.3412
1, 2, 16.1365
1, 3, 67.2942
1, 4, 56.4233
2, 0, 59.3995
2, 1, 28.4375
2, 2, 11.6529
2, 3, 40.3358
2, 4, 15.7894
3, 0, 67.1208
3, 1, 58.5727
3, 2, 47.2495
3, 3, 19.1555
3, 4, 30.0470
4, 0, 31.3577
4, 1, 12.3283
4, 2, 66.0993
4, 3, 42.2220
4, 4, 53.5001
5, 0, 17.7431
5, 1, 37.1867
5, 2, 48.4942
5, 3, 55.3178
5, 4, 28.6556
6, 0, 42.9328
6, 1, 62.0073
6, 2, 31.5842
6, 3, 11.2368
6, 4, 19.7099
7, 0, 40.1832
7, 1, 23.1780
7, 2, 56.9129
7, 3, 44.3416
7, 4, 11.9312
8, 0, 47.1262
8, 1, 65.1988
8, 2, 53.9099
8, 3, 28.1471
8, 4, 17.3198
9, 0, 63.6575
9, 1, 15.9208
9, 2, 5.1447
9, 3, 34.8572
9, 4, 46.6250
10, 0, 53.5323
10, 1, 8.7528
10, 2, 30.0674
10, 3, 25.8956
10, 4, 42.6520
11, 0, 54.4185
11, 1, 45.9061
11, 2, 15.9365
11, 3, 26.8230
11, 4, 4.1553
12, 0, 44.5733
12, 1, 13.2865
12, 2, 36.0493
12, 3, 17.4243
12, 4, 29.2694
13, 0, 36.7968
13, 1, 52.2593
13, 2, 48.1080
13, 3, 28.3260
13, 4, 17.5187
14, 0, 25.9604
14, 1, 37.4535
14, 2, 6.8663
14, 3, 60.6353
14, 4, 49.3140
15, 0, 24.4209
15, 1, 41.5813
15, 2, 48.3711
15, 3, 12.9823
15, 4, 8.8397
16, 0, 22.7327
16, 1, 65.6836
16, 2, 58.8855
16, 3, 39.7992
16, 4, 11.9063
17, 0, 42.9329
17, 1, 7.2264
17, 2, 19.0378
17, 3, 31.6331
17, 4, 62.0141
18, 0, 11.3561
18, 1, 58.6953
18, 2, 67.1845
18, 3, 28.3886
18, 4, 39.6553
19, 0, 15.5533
19, 1, 34.6181
19, 2, 45.8824
19, 3, 63.0308
19, 4, 4.6880
20, 0, 37.3462
20, 1, 61.8271
20, 2, 49.9452
20, 3, 17.4287
20, 4, 25.9058
21, 0, 26.5391
21, 1, 9.4416
21, 2, 37.3951
21, 3, 52.8391
21, 4, 48.6766
22, 0, 52.4409
22, 1, 33.3689
22, 2, 29.2076
22, 3, 7.0925
22, 4, 17.9238
23, 0, 4.1294
23, 1, 44.1967
23, 2, 35.7024
23, 3, 56.0204
23, 4, 16.6724
24, 0, 4.3020
24, 1, 43.1472
24, 2, 15.5746
24, 3, 54.0250
24, 4, 34.6482
25, 0, 47.3617
25, 1, 28.3169
25, 2, 4.3925
25, 3, 64.5046
25, 4, 15.7637
26, 0, 12.8543
26, 1, 38.6051
26, 2, 51.2325
26, 3, 19.6211
26, 4, 62.5159
27, 0, 36.2601
27, 1, 19.2039
27, 2, 57.3198
27, 3, 69.1946
27, 4, 48.8334
28, 0, 19.3118
28, 1, 37.3315
28, 2, 26.0577
28, 3, 54.4371
28, 4, 8.5022
29, 0, 38.5874
29, 1, 12.9242
29, 2, 61.2408
29, 3, 19.6526
29, 4, 49.9760
30, 0, 28.0474
30, 1, 47.9836
30, 2, 36.5143
30, 3, 21.2553
30, 4, 17.1138
31, 0, 64.2872
31, 1, 17.1078
31, 2, 36.0967
31, 3, 48.6694
31, 4, 60.1286
32, 0, 59.1063
32, 1, 41.9865
32, 2, 6.8944
32, 3, 31.1345
32, 4, 18.6678
33, 0, 54.5092
33, 1, 47.7114
33, 2, 11.7162
33, 3, 30.6426
33, 4, 67.1223
34, 0, 48.3496
34, 1, 59.6355
34, 2, 17.9190
34, 3, 29.3330
34, 4, 63.7881
35, 0, 19.7056
35, 1, 46.4905
35, 2, 35.6491
35, 3, 31.5084
35, 4, 8.5009
36, 0, 20.3357
36, 1, 11.8446
36, 2, 44.3855
36, 3, 55.2914
36, 4, 32.9184
37, 0, 40.7368
37, 1, 28.1682
37, 2, 52.6002
37, 3, 17.3217
37, 4, 63.8862
38, 0, 42.2808
38, 1, 50.7898
38, 2, 30.9995
38, 3, 19.1677
38, 4, 12.4082
39, 0, 35.7730
39, 1, 13.0637
39, 2, 24.8508
39, 3, 31.6272
39, 4, 54.7911
40, 0, 11.9447
40, 1, 16.1029
40, 2, 33.2539
40, 3, 44.1695
40, 4, 50.9827
41, 0, 34.7745
41, 1, 53.8643
41, 2, 11.9948
41, 3, 30.5929
41, 4, 23.8023
42, 0, 24.6296
42, 1, 47.2219
42, 2, 7.6305
42, 3, 35.4193
42, 4, 55.7512
43, 0, 19.8175
43, 1, 52.5009
43, 2, 31.2250
43, 3, 35.3730
43, 4, 13.0778
44, 0, 31.1321
44, 1, 19.2870
44, 2, 67.3352
44, 3, 12.4937
44, 4, 48.2710
45, 0, 43.0576
45, 1, 30.3903
45, 2, 34.5422
45, 3, 54.4846
45, 4, 19.1022
46, 0, 55.0251
46, 1, 42.3834
46, 2, 11.6217
46, 3, 50.8639
46, 4, 23.4396
47, 0, 10.9953
47, 1, 21.8725
47, 2, 17.7322
47, 3, 47.3759
47, 4, 38.9258
48, 0, 51.0769
48, 1, 22.4702
48, 2, 11.5070
48, 3, 33.9266
48, 4, 18.3125
49, 0, 27.7298
49, 1, 43.3348
49, 2, 39.1714
49, 3, 19.2567
49, 4, 54.2077
50, 0, 48.0335
50, 1, 37.1785
50, 2, 25.9366
50, 3, 7.0136
50, 4, 52.1989
51, 0, 62.6070
51, 1, 51.1481
51, 2, 31.8016
51, 3, 40.2738
51, 4, 19.2510
52, 0, 65.8910
52, 1, 40.0011
52, 2, 11.5854
52, 3, 46.7944
52, 4, 28.7030
53, 0, 26.6979
53, 1, 8.4985
53, 2, 43.8462
53, 3, 19.9240
53, 4, 55.1575
54, 0, 26.9155
54, 1, 39.5500
54, 2, 48.0618
54, 3, 4.2545
54, 4, 15.4852
55, 0, 29.7610
55, 1, 40.6379
55, 2, 59.6368
55, 3, 17.1926
55, 4, 21.3205
56, 0, 22.8685
56, 1, 52.7161
56, 2, 40.8544
56, 3, 34.0877
56, 4, 11.4704
57, 0, 62.8994
57, 1, 50.2602
57, 2, 41.7577
57, 3, 30.4769
57, 4, 19.0092
58, 0, 52.8490
58, 1, 64.7286
58, 2, 35.7103
58, 3, 24.4249
58, 4, 13.0007
59, 0, 8.5976
59, 1, 19.3999
59, 2, 40.6822
59, 3, 47.4859
59, 4, 23.5358
60, 0, 36.9371
60, 1, 19.9232
60, 2, 60.3708
60, 3, 49.5011
60, 4, 8.5572
61, 0, 19.2893
61, 1, 64.4287
61, 2, 34.8171
61, 3, 51.8623
61, 4, 23.4098
62, 0, 40.1358
62, 1, 28.3044
62, 2, 59.1891
62, 3, 67.6969
62, 4, 17.4391
63, 0, 19.1116
63, 1, 62.3513
63, 2, 45.2274
63, 3, 34.3652
63, 4, 27.5909
64, 0, 12.7627
64, 1, 19.5480
64, 2, 67.7009
64, 3, 31.4242
64, 4, 48.6061
65, 0, 4.4677
65, 1, 53.5919
65, 2, 34.1741
65, 3, 21.5797
65, 4, 42.6979
66, 0, 29.7768
66, 1, 10.8275
66, 2, 33.9280
66, 3, 45.3673
66, 4, 57.2386
67, 0, 40.5770
67, 1, 29.2869
67, 2, 12.1666
67, 3, 51.4814
67, 4, 58.2660
68, 0, 23.8662
68, 1, 48.2932
68, 2, 35.6744
68, 3, 11.3068
68, 4, 44.1444
69, 0, 41.1189
69, 1, 52.9991
69, 2, 29.8384
69, 3, 59.7776
69, 4, 18.9901
70, 0, 42.9515
70, 1, 36.1647
70, 2, 13.4687
70, 3, 54.2696
70, 4, 24.3257
71, 0, 55.7233
71, 1, 8.7877
71, 2, 38.9735
71, 3, 19.9856
71, 4, 43.1186
72, 0, 41.6848
72, 1, 30.8854
72, 2, 52.8987
72, 3, 11.9235
72, 4, 69.9681
73, 0, 55.2992
73, 1, 35.4693
73, 2, 46.8332
73, 3, 12.5241
73, 4, 24.2678
74, 0, 46.5591
74, 1, 58.0384
74, 2, 35.2845
74, 3, 22.7330
74, 4, 11.8931
75, 0, 8.9476
75, 1, 41.0307
75, 2, 60.0545
75, 3, 36.8773
75, 4, 19.7912
76, 0, 34.2050
76, 1, 4.7975
76, 2, 23.3462
76, 3, 53.2674
76, 4, 16.5957
77, 0, 44.5101
77, 1, 56.3228
77, 2, 67.6149
77, 3, 27.4962
77, 4, 8.6277
78, 0, 19.4750
78, 1, 11.0300
78, 2, 6.8909
78, 3, 42.7155
78, 4, 30.8608
79, 0, 56.8882
79, 1, 34.9436
79, 2, 11.8729
79, 3, 45.7557
79, 4, 30.7996
80, 0, 30.7328
80, 1, 43.0512
80, 2, 47.1572
80, 3, 11.9471
80, 4, 57.8920
81, 0, 53.8044
81, 1, 30.8548
81, 2, 11.7794
81, 3, 49.6940
81, 4, 24.1510
82, 0, 29.9422
82, 1, 49.2961
82, 2, 38.2747
82, 3, 17.6102
82, 4, 6.9503
83, 0, 46.0838
83, 1, 16.7732
83, 2, 35.4734
83, 3, 4.4535
83, 4, 54.3937
84, 0, 49.0058
84, 1, 17.2674
84, 2, 29.6017
84, 3, 53.0885
84, 4, 37.9567
85, 0, 24.4073
85, 1, 28.4673
85, 2, 36.7574
85, 3, 12.8404
85, 4, 47.8776
86, 0, 22.7357
86, 1, 49.8244
86, 2, 31.1060
86, 3, 11.6796
86, 4, 53.9187
87, 0, 34.2032
87, 1, 5.5003
87, 2, 52.7258
87, 3, 17.0421
87, 4, 27.5949
88, 0, 54.8653
88, 1, 11.6079
88, 2, 38.3274
88, 3, 65.8147
88, 4, 19.8853
89, 0, 29.2460
89, 1, 18.3331
89, 2, 7.2611
89, 3, 59.8969
89, 4, 47.6651
90, 0, 45.1944
90, 1, 17.6707
90, 2, 7.1285
90, 3, 34.2571
90, 4, 56.7130
91, 0, 12.3575
91, 1, 38.4014
91, 2, 23.8360
91, 3, 27.8716
91, 4, 46.6430
92, 0, 35.9312
92, 1, 29.3384
92, 2, 10.8939
92, 3, 52.1794
92, 4, 48.1271
93, 0, 47.9384
93, 1, 58.8936
