Round, Client Index, Execution Time (s)
1, 0, 64.0759
1, 1, 89.1020
1, 2, 35.2044
1, 3, 55.6237
1, 4, 71.4164
1, 5, 76.4873
1, 6, 21.6725
2, 0, 50.5851
2, 1, 36.2546
2, 2, 25.9037
2, 3, 85.3223
2, 4, 75.8452
2, 5, 20.7621
2, 6, 62.8664
3, 0, 18.0467
3, 1, 64.7663
3, 2, 50.1880
3, 3, 75.0865
3, 4, 12.8441
3, 5, 23.9504
3, 6, 36.3337
4, 0, 12.0221
4, 1, 67.7115
4, 2, 33.7799
4, 3, 72.8185
4, 4, 20.9902
4, 5, 48.4989
4, 6, 54.1772
5, 0, 58.9844
5, 1, 53.2388
5, 2, 15.9022
5, 3, 10.7876
5, 4, 29.1040
5, 5, 71.8636
5, 6, 41.1537
6, 0, 21.3314
6, 1, 88.4358
6, 2, 36.0318
6, 3, 62.0227
6, 4, 41.7302
6, 5, 75.7633
6, 6, 9.3060
7, 0, 10.4313
7, 1, 78.0347
7, 2, 72.2125
7, 3, 63.2877
7, 4, 45.4490
7, 5, 25.2299
7, 6, 58.0188
8, 0, 58.8164
8, 1, 71.5128
8, 2, 81.9380
8, 3, 45.4210
8, 4, 14.8769
8, 5, 20.2809
8, 6, 33.1141
9, 0, 17.4648
9, 1, 5.5053
9, 2, 23.1805
9, 3, 76.7192
9, 4, 53.8561
9, 5, 43.3820
9, 6, 62.9380
10, 0, 6.1125
10, 1, 20.8591
10, 2, 49.3503
10, 3, 72.9280
10, 4, 37.6394
10, 5, 25.8742
10, 6, 62.6049
11, 0, 12.0977
11, 1, 66.2703
11, 2, 49.0927
11, 3, 34.6957
11, 4, 61.2079
11, 5, 24.4980
11, 6, 79.3438
12, 0, 12.0007
12, 1, 81.2181
12, 2, 44.1601
12, 3, 59.3613
12, 4, 49.1570
12, 5, 68.1485
12, 6, 24.5554
13, 0, 30.4780
13, 1, 73.4621
13, 2, 85.5520
13, 3, 10.2431
13, 4, 39.7538
13, 5, 15.8185
13, 6, 60.0665
14, 0, 45.4998
14, 1, 70.4218
14, 2, 33.5837
14, 3, 27.9564
14, 4, 79.2022
14, 5, 65.3395
14, 6, 13.4334
15, 0, 44.2535
15, 1, 88.5103
15, 2, 57.2574
15, 3, 24.5326
15, 4, 69.0065
15, 5, 12.1295
15, 6, 38.7462
16, 0, 65.3562
16, 1, 88.1102
16, 2, 32.3519
16, 3, 77.7534
16, 4, 23.6229
16, 5, 11.8975
16, 6, 45.4140
17, 0, 59.1648
17, 1, 29.5495
17, 2, 11.8732
17, 3, 17.3749
17, 4, 54.1823
17, 5, 78.7115
17, 6, 41.2147
18, 0, 56.0771
18, 1, 26.4651
18, 2, 14.7631
18, 3, 64.8106
18, 4, 84.2640
18, 5, 44.3323
18, 6, 31.9914
19, 0, 87.0600
19, 1, 5.5563
19, 2, 30.4127
19, 3, 62.5097
19, 4, 18.5285
19, 5, 76.7787
19, 6, 42.4965
20, 0, 14.6521
20, 1, 26.5850
20, 2, 44.1349
20, 3, 49.0958
20, 4, 38.6059
20, 5, 78.2477
20, 6, 68.9746
21, 0, 69.9245
21, 1, 83.0867
21, 2, 57.3152
21, 3, 45.6386
21, 4, 31.2458
21, 5, 88.1687
21, 6, 19.7171
22, 0, 69.8190
22, 1, 37.2024
22, 2, 81.6553
22, 3, 51.6312
22, 4, 64.7439
22, 5, 17.2833
22, 6, 11.7800
23, 0, 69.9349
23, 1, 41.4374
23, 2, 21.6707
23, 3, 8.8897
23, 4, 53.1961
23, 5, 35.8268
23, 6, 64.8832
24, 0, 21.9607
24, 1, 9.0016
24, 2, 56.3382
24, 3, 78.3076
24, 4, 83.4433
24, 5, 66.4103
24, 6, 41.7485
25, 0, 5.4717
25, 1, 29.9259
25, 2, 17.4712
25, 3, 59.4787
25, 4, 76.9374
25, 5, 39.9820
25, 6, 71.2350
26, 0, 40.7690
26, 1, 65.8014
26, 2, 52.4993
26, 3, 5.7847
26, 4, 28.6099
26, 5, 14.3716
26, 6, 76.0185
27, 0, 63.2892
27, 1, 23.0171
27, 2, 82.9726
27, 3, 50.2035
27, 4, 5.6781
27, 5, 17.9262
27, 6, 37.5405
28, 0, 17.8143
28, 1, 23.5772
28, 2, 32.5429
28, 3, 12.5271
28, 4, 75.5052
28, 5, 62.4677
28, 6, 42.8930
29, 0, 28.3357
29, 1, 42.4644
29, 2, 54.6632
29, 3, 5.1568
29, 4, 33.8177
29, 5, 74.1297
29, 6, 16.7398
30, 0, 13.8561
30, 1, 19.5315
30, 2, 31.2716
30, 3, 55.8095
30, 4, 41.4015
30, 5, 72.9853
30, 6, 60.7635
31, 0, 38.6140
31, 1, 51.6562
31, 2, 56.6325
31, 3, 26.8420
31, 4, 76.5501
31, 5, 86.0426
31, 6, 12.6313
32, 0, 5.7823
32, 1, 53.8751
32, 2, 17.5055
32, 3, 26.1010
32, 4, 78.7995
32, 5, 39.3121
32, 6, 58.8364
33, 0, 17.5803
33, 1, 79.9476
33, 2, 48.4754
33, 3, 29.2431
33, 4, 5.7864
33, 5, 67.5966
33, 6, 62.6543
34, 0, 40.7228
34, 1, 71.8566
34, 2, 5.5945
34, 3, 60.1627
34, 4, 29.0537
34, 5, 18.9496
34, 6, 86.1854
35, 0, 34.4632
35, 1, 40.0915
35, 2, 45.1048
35, 3, 64.6863
35, 4, 77.1154
35, 5, 12.8637
35, 6, 25.0792
36, 0, 30.7427
36, 1, 73.2020
36, 2, 5.9253
36, 3, 63.0649
36, 4, 18.9671
36, 5, 45.0556
36, 6, 50.0659
37, 0, 82.2729
37, 1, 21.0583
37, 2, 35.2650
37, 3, 26.5554
37, 4, 57.7514
37, 5, 47.5719
37, 6, 69.3617
38, 0, 29.6928
38, 1, 53.9539
38, 2, 38.4960
38, 3, 43.5313
38, 4, 65.8479
38, 5, 18.0197
38, 6, 12.4070
39, 0, 76.9890
39, 1, 57.4534
39, 2, 47.2544
39, 3, 90.2591
39, 4, 25.8591
39, 5, 34.5412
39, 6, 11.6885
40, 0, 74.0640
40, 1, 56.3948
40, 2, 35.9345
40, 3, 6.1679
40, 4, 25.8390
40, 5, 47.6178
40, 6, 61.8095
41, 0, 17.3944
41, 1, 84.2161
41, 2, 11.8862
41, 3, 40.8419
41, 4, 30.4376
41, 5, 64.0424
41, 6, 55.3327
42, 0, 5.1759
42, 1, 27.0522
42, 2, 81.6536
42, 3, 53.4699
42, 4, 15.4321
42, 5, 73.0529
42, 6, 39.2799
43, 0, 9.2542
43, 1, 82.5531
43, 2, 69.4077
43, 3, 34.2633
43, 4, 46.9980
43, 5, 57.2666
43, 6, 14.2266
44, 0, 49.2877
44, 1, 69.0813
44, 2, 31.2497
44, 3, 11.9112
44, 4, 81.1087
44, 5, 36.8101
44, 6, 26.2476
45, 0, 83.5832
45, 1, 25.3787
45, 2, 44.9725
45, 3, 74.4231
45, 4, 55.1620
45, 5, 13.5868
45, 6, 60.1410
46, 0, 41.2752
46, 1, 15.1882
46, 2, 50.0763
46, 3, 29.3768
46, 4, 83.0055
46, 5, 10.2414
46, 6, 63.3651
47, 0, 79.4653
47, 1, 56.5792
47, 2, 68.6033
47, 3, 44.3016
47, 4, 13.2400
47, 5, 32.6239
47, 6, 74.3987
48, 0, 52.9629
48, 1, 40.0678
48, 2, 25.7193
48, 3, 63.1977
48, 4, 5.3526
48, 5, 75.2502
48, 6, 81.0568
49, 0, 25.4776
49, 1, 42.7554
49, 2, 12.1852
49, 3, 72.7866
49, 4, 78.0571
49, 5, 53.0763
49, 6, 37.1961
50, 0, 70.8429
50, 1, 85.3706
50, 2, 45.8628
50, 3, 14.4787
50, 4, 57.5832
50, 5, 26.1303
50, 6, 8.9931
51, 0, 45.4492
51, 1, 82.8899
51, 2, 50.6911
51, 3, 11.9656
51, 4, 70.2700
51, 5, 20.6241
51, 6, 33.5393
52, 0, 75.9885
52, 1, 13.3524
52, 2, 63.9175
52, 3, 18.3338
52, 4, 28.7097
52, 5, 51.9852
52, 6, 43.1989
53, 0, 41.3845
53, 1, 20.2344
53, 2, 61.3471
53, 3, 29.2760
53, 4, 79.0844
53, 5, 73.9772
53, 6, 55.7621
54, 0, 54.8912
54, 1, 69.1902
54, 2, 5.2353
54, 3, 49.2723
54, 4, 16.9190
54, 5, 81.0222
54, 6, 36.9716
55, 0, 85.3163
55, 1, 73.3766
55, 2, 25.6954
55, 3, 13.2450
55, 4, 36.1068
55, 5, 41.6450
55, 6, 53.3492
56, 0, 75.8444
56, 1, 29.5479
56, 2, 61.4417
56, 3, 24.3316
56, 4, 51.2367
56, 5, 12.1868
56, 6, 38.2497
57, 0, 80.3218
57, 1, 47.4169
57, 2, 68.7077
57, 3, 15.7617
57, 4, 10.7450
57, 5, 35.5589
57, 6, 59.9600
58, 0, 54.9399
58, 1, 17.7332
58, 2, 67.3639
58, 3, 37.3167
58, 4, 80.4062
58, 5, 42.8305
58, 6, 5.6601
59, 0, 46.1851
59, 1, 32.5658
59, 2, 41.2224
59, 3, 68.4810
59, 4, 19.6920
59, 5, 80.2064
59, 6, 56.5533
60, 0, 40.8868
60, 1, 73.1980
60, 2, 23.7847
60, 3, 84.8412
60, 4, 10.5952
60, 5, 53.0631
60, 6, 35.3808
61, 0, 5.8025
61, 1, 26.2747
61, 2, 64.4616
61, 3, 84.3113
61, 4, 17.6378
61, 5, 50.2658
61, 6, 38.3609
62, 0, 49.8174
62, 1, 78.2074
62, 2, 12.4165
62, 3, 24.3046
62, 4, 63.5617
62, 5, 29.9823
62, 6, 58.4487
63, 0, 69.6689
63, 1, 23.4479
63, 2, 43.9769
63, 3, 55.5222
63, 4, 35.3295
63, 5, 13.1566
63, 6, 75.1638
64, 0, 50.6978
64, 1, 35.8918
64, 2, 18.9150
64, 3, 8.8309
64, 4, 75.1703
64, 5, 30.5560
64, 6, 62.6525
65, 0, 8.8888
65, 1, 51.7873
65, 2, 34.6046
65, 3, 61.9815
65, 4, 81.5144
65, 5, 23.0034
65, 6, 40.0701
66, 0, 75.2991
66, 1, 52.1708
66, 2, 12.0116
66, 3, 43.2604
66, 4, 64.7166
66, 5, 69.7870
66, 6, 23.7126
67, 0, 10.2992
67, 1, 67.6479
67, 2, 62.0494
67, 3, 37.4582
67, 4, 72.6618
67, 5, 49.7404
67, 6, 23.3170
68, 0, 84.2330
68, 1, 46.4361
68, 2, 60.7554
68, 3, 71.2642
68, 4, 5.7148
68, 5, 18.0612
68, 6, 37.6331
69, 0, 53.2244
69, 1, 66.2934
69, 2, 21.5513
69, 3, 83.6472
69, 4, 77.9974
69, 5, 41.4218
69, 6, 9.1300
70, 0, 58.4590
70, 1, 80.2623
70, 2, 27.9680
70, 3, 67.5990
70, 4, 85.2611
70, 5, 14.8610
70, 6, 47.8935
71, 0, 68.2492
71, 1, 35.1330
71, 2, 11.6058
71, 3, 48.4941
71, 4, 73.4336
71, 5, 79.0255
71, 6, 20.5057
72, 0, 56.2232
72, 1, 78.5414
72, 2, 68.2118
72, 3, 5.9634
72, 4, 38.0179
72, 5, 43.0628
72, 6, 25.9083
73, 0, 57.1295
73, 1, 45.2040
73, 2, 67.5067
73, 3, 18.3318
73, 4, 32.9969
73, 5, 5.7628
73, 6, 72.5210
74, 0, 31.2017
74, 1, 11.7737
74, 2, 64.5451
74, 3, 58.9662
74, 4, 46.4991
74, 5, 79.0972
74, 6, 41.2662
75, 0, 19.5206
75, 1, 77.3806
75, 2, 6.5922
75, 3, 53.7917
75, 4, 41.7560
75, 5, 68.6261
75, 6, 31.5302
76, 0, 30.0958
76, 1, 38.8211
76, 2, 70.2976
76, 3, 44.4605
76, 4, 5.1218
76, 5, 57.1032
