Round, Client Index, Execution Time (s)
1, 0, 25.0654
1, 1, 27.4936
1, 2, 52.7534
1, 3, 39.0080
2, 0, 8.6513
2, 1, 43.2462
2, 2, 28.8603
2, 3, 60.3935
3, 0, 7.1021
3, 1, 59.1151
3, 2, 38.5667
3, 3, 21.2157
4, 0, 57.4131
4, 1, 33.7392
4, 2, 13.5636
4, 3, 48.3703
5, 0, 26.7689
5, 1, 14.4958
5, 2, 23.3122
5, 3, 38.6910
6, 0, 32.2914
6, 1, 4.0317
6, 2, 19.1341
6, 3, 58.0927
7, 0, 43.0620
7, 1, 29.1972
7, 2, 58.0113
7, 3, 3.8627
8, 0, 17.3235
8, 1, 54.1926
8, 2, 37.6518
8, 3, 50.6845
9, 0, 67.6331
9, 1, 46.0949
9, 2, 60.5978
9, 3, 26.1668
10, 0, 75.1781
10, 1, 57.8922
10, 2, 20.6017
10, 3, 32.3048
11, 0, 20.4030
11, 1, 13.3825
11, 2, 51.6708
11, 3, 34.2587
12, 0, 46.0838
12, 1, 25.5515
12, 2, 37.3549
12, 3, 53.1384
13, 0, 46.0468
13, 1, 39.0049
13, 2, 14.3271
13, 3, 26.0133
14, 0, 13.1291
14, 1, 45.4379
14, 2, 25.2839
14, 3, 21.8910
15, 0, 40.3440
15, 1, 71.0112
15, 2, 25.6397
15, 3, 57.7271
16, 0, 32.8433
16, 1, 15.4940
16, 2, 47.0065
16, 3, 67.2557
17, 0, 47.9590
17, 1, 33.9945
17, 2, 54.7432
17, 3, 19.8203
18, 0, 14.0940
18, 1, 35.4706
18, 2, 52.4376
18, 3, 28.4848
19, 0, 73.5349
19, 1, 25.5201
19, 2, 45.9226
19, 3, 59.2933
20, 0, 33.9282
20, 1, 41.9293
20, 2, 20.2768
20, 3, 13.3048
21, 0, 42.6521
21, 1, 34.5349
21, 2, 15.2857
21, 3, 21.2842
22, 0, 45.8723
22, 1, 52.8835
22, 2, 37.0249
22, 3, 23.9256
23, 0, 40.4136
23, 1, 57.1555
23, 2, 15.0736
23, 3, 53.6951
24, 0, 4.2151
24, 1, 35.4340
24, 2, 21.3645
24, 3, 50.1839
25, 0, 59.3631
25, 1, 44.5478
25, 2, 14.8016
25, 3, 32.5022
26, 0, 37.3028
26, 1, 61.6476
26, 2, 54.5884
26, 3, 12.2162
27, 0, 59.5442
27, 1, 34.1597
27, 2, 3.6679
27, 3, 16.9939
28, 0, 37.2588
28, 1, 33.8101
28, 2, 8.2624
28, 3, 22.1012
29, 0, 24.4039
29, 1, 44.7934
29, 2, 7.3109
29, 3, 53.6426
30, 0, 30.3810
30, 1, 44.9043
30, 2, 14.6733
30, 3, 21.5810
31, 0, 68.7145
31, 1, 14.4703
31, 2, 39.4956
31, 3, 59.8790
32, 0, 51.8299
32, 1, 39.7190
32, 2, 43.1508
32, 3, 25.5669
33, 0, 46.9816
33, 1, 25.8009
33, 2, 32.9138
33, 3, 55.8502
34, 0, 59.6732
34, 1, 7.3137
34, 2, 44.9122
34, 3, 24.5542
35, 0, 31.9480
35, 1, 14.5305
35, 2, 66.0303
35, 3, 57.2710
36, 0, 54.5568
36, 1, 20.3158
36, 2, 34.6343
36, 3, 7.1670
37, 0, 36.8861
37, 1, 24.6328
37, 2, 7.6095
37, 3, 28.0752
38, 0, 67.7907
38, 1, 44.0597
38, 2, 26.7421
38, 3, 64.3858
